# 1 lam  [observed; in angstrom]
# 2 z15
# 3 z20
# 4 z25
# 5 z30
# 6 z35
# 7 z40
# 8 z45
# 9 z50
# 10 z55
# 11 z60
# 12 z65
# 13 z70
1730.000000 0.337432 0.144156 0.064738 0.030712 0.015357 0.008059 0.004419 0.002520 0.001490 0.000909 0.000572 0.000369 
1731.000000 0.337804 0.144213 0.064716 0.030679 0.015330 0.008040 0.004405 0.002511 0.001483 0.000905 0.000569 0.000367 
1732.000000 0.338176 0.144271 0.064695 0.030646 0.015302 0.008020 0.004391 0.002502 0.001477 0.000901 0.000566 0.000365 
1733.000000 0.338550 0.144329 0.064673 0.030614 0.015276 0.008000 0.004378 0.002492 0.001471 0.000896 0.000562 0.000363 
1734.000000 0.338925 0.144387 0.064652 0.030582 0.015249 0.007981 0.004364 0.002483 0.001464 0.000892 0.000559 0.000360 
1735.000000 0.339302 0.144445 0.064631 0.030549 0.015222 0.007961 0.004351 0.002474 0.001458 0.000887 0.000556 0.000358 
1736.000000 0.339679 0.144504 0.064610 0.030517 0.015195 0.007942 0.004337 0.002465 0.001452 0.000883 0.000553 0.000356 
1737.000000 0.340058 0.144564 0.064589 0.030485 0.015168 0.007922 0.004324 0.002455 0.001445 0.000879 0.000550 0.000354 
1738.000000 0.340438 0.144623 0.064568 0.030453 0.015142 0.007903 0.004311 0.002446 0.001439 0.000874 0.000547 0.000352 
1739.000000 0.340819 0.144683 0.064547 0.030421 0.015115 0.007884 0.004297 0.002437 0.001433 0.000870 0.000544 0.000350 
1740.000000 0.341202 0.144744 0.064527 0.030389 0.015088 0.007865 0.004284 0.002428 0.001427 0.000866 0.000541 0.000348 
1741.000000 0.341586 0.144804 0.064506 0.030358 0.015062 0.007846 0.004271 0.002419 0.001420 0.000862 0.000538 0.000346 
1742.000000 0.341971 0.144866 0.064486 0.030326 0.015036 0.007826 0.004258 0.002410 0.001414 0.000857 0.000535 0.000344 
1743.000000 0.342357 0.144927 0.064466 0.030294 0.015009 0.007807 0.004244 0.002401 0.001408 0.000853 0.000533 0.000342 
1744.000000 0.342744 0.144989 0.064446 0.030263 0.014983 0.007788 0.004231 0.002392 0.001402 0.000849 0.000530 0.000339 
1745.000000 0.343133 0.145051 0.064426 0.030232 0.014957 0.007769 0.004218 0.002383 0.001396 0.000845 0.000527 0.000337 
1746.000000 0.343523 0.145113 0.064407 0.030200 0.014931 0.007751 0.004205 0.002375 0.001390 0.000841 0.000524 0.000335 
1747.000000 0.343914 0.145176 0.064387 0.030169 0.014905 0.007732 0.004192 0.002366 0.001384 0.000837 0.000521 0.000333 
1748.000000 0.344307 0.145240 0.064368 0.030138 0.014879 0.007713 0.004179 0.002357 0.001378 0.000833 0.000518 0.000331 
1749.000000 0.344700 0.145303 0.064348 0.030107 0.014853 0.007694 0.004166 0.002348 0.001372 0.000828 0.000515 0.000329 
1750.000000 0.345095 0.145367 0.064329 0.030076 0.014827 0.007676 0.004154 0.002339 0.001366 0.000824 0.000513 0.000327 
1751.000000 0.345492 0.145431 0.064310 0.030045 0.014801 0.007657 0.004141 0.002331 0.001360 0.000820 0.000510 0.000325 
1752.000000 0.345889 0.145496 0.064292 0.030014 0.014776 0.007639 0.004128 0.002322 0.001354 0.000816 0.000507 0.000324 
1753.000000 0.346288 0.145561 0.064273 0.029984 0.014750 0.007620 0.004115 0.002313 0.001349 0.000812 0.000504 0.000322 
1754.000000 0.346688 0.145626 0.064254 0.029953 0.014724 0.007602 0.004103 0.002305 0.001343 0.000808 0.000501 0.000320 
1755.000000 0.347089 0.145692 0.064236 0.029922 0.014699 0.007583 0.004090 0.002296 0.001337 0.000804 0.000499 0.000318 
1756.000000 0.347492 0.145758 0.064218 0.029892 0.014674 0.007565 0.004077 0.002288 0.001331 0.000800 0.000496 0.000316 
1757.000000 0.347896 0.145825 0.064199 0.029862 0.014648 0.007547 0.004065 0.002279 0.001325 0.000797 0.000493 0.000314 
1758.000000 0.348301 0.145892 0.064181 0.029831 0.014623 0.007528 0.004052 0.002271 0.001320 0.000793 0.000491 0.000312 
1759.000000 0.348708 0.145959 0.064164 0.029801 0.014598 0.007510 0.004040 0.002262 0.001314 0.000789 0.000488 0.000310 
1760.000000 0.349116 0.146026 0.064146 0.029771 0.014572 0.007492 0.004028 0.002254 0.001308 0.000785 0.000485 0.000308 
1761.000000 0.349525 0.146094 0.064128 0.029741 0.014547 0.007474 0.004015 0.002246 0.001303 0.000781 0.000483 0.000306 
1762.000000 0.349935 0.146163 0.064111 0.029711 0.014522 0.007456 0.004003 0.002237 0.001297 0.000777 0.000480 0.000305 
1763.000000 0.350347 0.146231 0.064094 0.029681 0.014497 0.007438 0.003991 0.002229 0.001291 0.000773 0.000477 0.000303 
1764.000000 0.350760 0.146300 0.064076 0.029651 0.014472 0.007420 0.003978 0.002221 0.001286 0.000770 0.000475 0.000301 
1765.000000 0.351175 0.146370 0.064059 0.029622 0.014448 0.007402 0.003966 0.002213 0.001280 0.000766 0.000472 0.000299 
1766.000000 0.351590 0.146439 0.064042 0.029592 0.014423 0.007384 0.003954 0.002204 0.001275 0.000762 0.000470 0.000297 
1767.000000 0.352007 0.146510 0.064026 0.029563 0.014398 0.007367 0.003942 0.002196 0.001269 0.000758 0.000467 0.000296 
1768.000000 0.352426 0.146580 0.064009 0.029533 0.014373 0.007349 0.003930 0.002188 0.001264 0.000755 0.000464 0.000294 
