# 1 lam [rest-frame wavelength]
# 2 z00 [redshift * 10]
# 3 z02
# 4 z04
# 5 z06
# 6 z08
# 7 z10
# 8 z12
# 9 z14
# 10 z16
# 11 z18
# 12 z20
# 13 z22
# 14 z24
# 15 z26
# 16 z28
# 17 z30
# 18 z32
# 19 z34
# 20 z36
# 21 z38
# 22 z40
# 23 z42
# 24 z44
# 25 z46
# 26 z48
# 27 z50
100.000000 0.999995 0.995548 0.992421 0.990133 0.988401 0.987050 0.985973 0.985095 0.984369 0.983758 0.983238 0.982791 0.982402 0.982061 0.981760 0.981492 0.981253 0.981037 0.980842 0.980664 0.980502 0.980353 0.980217 0.980090 0.979974 0.979865 
127.058000 0.999989 0.990693 0.982045 0.973704 0.965459 0.957176 0.948770 0.940186 0.931387 0.922353 0.913069 0.903529 0.893731 0.883686 0.873382 0.862833 0.852044 0.841026 0.829788 0.818341 0.806694 0.794861 0.782852 0.770681 0.758359 0.745899 
154.117000 0.999978 0.984532 0.968316 0.951187 0.933082 0.913994 0.893948 0.872992 0.851188 0.828612 0.805345 0.781473 0.757086 0.732275 0.707130 0.681742 0.656201 0.630593 0.605001 0.579507 0.554188 0.529115 0.504358 0.479973 0.456029 0.432577 
181.175000 0.999962 0.977628 0.952781 0.925548 0.896122 0.864740 0.831664 0.797174 0.761556 0.725097 0.688080 0.650779 0.613456 0.576358 0.539729 0.503731 0.468598 0.434481 0.401523 0.369845 0.339546 0.310703 0.283373 0.257595 0.233387 0.210753 
208.233000 0.999938 0.970286 0.936301 0.898485 0.857412 0.813695 0.767963 0.720842 0.672936 0.624823 0.577033 0.530049 0.484298 0.440147 0.397904 0.357813 0.320062 0.284782 0.252051 0.221900 0.194318 0.169257 0.146638 0.126359 0.108293 0.092304 
235.292000 0.999905 0.962640 0.919265 0.870790 0.818302 0.762914 0.705719 0.647760 0.589998 0.533292 0.478387 0.425901 0.376327 0.330032 0.287265 0.248168 0.212783 0.181070 0.152916 0.128157 0.106582 0.087953 0.072012 0.059888 0.049883 0.041280 
262.350000 0.999862 0.954772 0.901908 0.842925 0.779548 0.713485 0.646354 0.579626 0.514587 0.452310 0.393644 0.339217 0.289444 0.244546 0.204575 0.169443 0.138944 0.112787 0.091285 0.075478 0.061900 0.050343 0.040595 0.032450 0.025708 0.020181 
289.408000 0.999806 0.946749 0.884414 0.815233 0.741673 0.666098 0.590660 0.517220 0.447303 0.382078 0.322363 0.268649 0.221136 0.179778 0.144335 0.116325 0.095362 0.077409 0.062203 0.049466 0.038920 0.030288 0.023306 0.017728 0.013325 0.009894 
316.467000 0.999735 0.938632 0.866940 0.787988 0.705060 0.621200 0.539058 0.460802 0.388078 0.322016 0.263261 0.212042 0.168239 0.136695 0.111137 0.089315 0.070926 0.055633 0.043087 0.032936 0.024840 0.018475 0.013545 0.009785 0.006962 0.004876 
343.525000 0.999649 0.930473 0.849617 0.761405 0.669984 0.579058 0.491706 0.410293 0.336455 0.271146 0.214724 0.173073 0.140709 0.112910 0.089386 0.069781 0.053693 0.040700 0.030377 0.022312 0.016119 0.011447 0.007986 0.005470 0.003677 0.002423 
370.583000 0.999543 0.922317 0.832556 0.735650 0.636624 0.539794 0.448571 0.365392 0.291755 0.229716 0.188209 0.152024 0.120997 0.094839 0.073164 0.055518 0.041411 0.030344 0.021827 0.015402 0.010655 0.007219 0.004788 0.003106 0.001969 0.001219 
397.642000 0.999417 0.914207 0.815846 0.710845 0.605085 0.503422 0.409486 0.325665 0.258757 0.211920 0.170877 0.135565 0.105747 0.081046 0.060984 0.045018 0.032575 0.023086 0.016010 0.010856 0.007190 0.004647 0.002929 0.001797 0.001074 0.000623 
424.700000 0.999268 0.906177 0.799562 0.687074 0.575412 0.469874 0.374198 0.297849 0.244890 0.198015 0.157342 0.122761 0.093968 0.070504 0.051804 0.037240 0.026165 0.017949 0.012009 0.007828 0.004966 0.003062 0.001834 0.001065 0.000599 0.000326 
451.758000 0.999094 0.898259 0.783759 0.664389 0.547597 0.439024 0.347455 0.287918 0.234440 0.187418 0.146962 0.112925 0.084941 0.062477 0.044886 0.031463 0.021491 0.014287 0.009232 0.005791 0.003522 0.002073 0.001180 0.000649 0.000344 0.000175 
478.817000 0.998892 0.890477 0.768481 0.642815 0.521597 0.410707 0.341579 0.281134 0.227033 0.179708 0.139274 0.105559 0.078147 0.056438 0.039710 0.027183 0.018079 0.011665 0.007291 0.004407 0.002573 0.001448 0.000785 0.000408 0.000204 0.000098 
505.875000 0.998660 0.882853 0.753757 0.622353 0.497337 0.405852 0.338711 0.277286 0.222420 0.174597 0.133957 0.100315 0.073221 0.052016 0.035909 0.024052 0.015605 0.009791 0.005931 0.003462 0.001944 0.001048 0.000542 0.000268 0.000126 0.000057 
532.933000 0.998396 0.875404 0.739603 0.602983 0.479753 0.407025 0.338764 0.276262 0.220457 0.171912 0.130807 0.096968 0.069921 0.048960 0.033233 0.021829 0.013849 0.008471 0.004985 0.002817 0.001526 0.000790 0.000391 0.000184 0.000082 0.000035 
559.992000 0.998096 0.868142 0.726027 0.584672 0.484806 0.411124 0.341730 0.278038 0.221103 0.171585 0.129730 0.095396 0.068104 0.047114 0.031523 0.020359 0.012665 0.007573 0.004344 0.002384 0.001250 0.000624 0.000296 0.000133 0.000057 0.000023 
587.050000 0.997759 0.861077 0.713025 0.569432 0.492735 0.418214 0.347683 0.282686 0.224415 0.173650 0.130732 0.095576 0.067720 0.046407 0.030693 0.019549 0.011964 0.007018 0.003938 0.002107 0.001073 0.000519 0.000238 0.000103 0.000042 0.000016 
614.108000 0.997381 0.854213 0.700586 0.580509 0.503644 0.428430 0.356781 0.290376 0.230558 0.178254 0.133931 0.097589 0.068812 0.046850 0.030727 0.019368 0.011704 0.006763 0.003728 0.001955 0.000972 0.000458 0.000203 0.000085 0.000033 0.000012 
641.167000 0.996960 0.847551 0.688691 0.594405 0.517694 0.441984 0.369276 0.301383 0.239813 0.185666 0.139563 0.101630 0.071530 0.048543 0.031686 0.019843 0.011890 0.006800 0.003701 0.001911 0.000934 0.000431 0.000187 0.000076 0.000029 0.000010 
668.225000 0.996494 0.841090 0.685610 0.611272 0.535106 0.459170 0.385526 0.316112 0.252607 0.196306 0.148021 0.108042 0.076152 0.051700 0.033721 0.021073 0.012583 0.007158 0.003869 0.001981 0.000957 0.000436 0.000186 0.000074 0.000028 0.000010 
695.283000 0.995978 0.834823 0.703773 0.631303 0.556171 0.480379 0.406014 0.335118 0.269541 0.210786 0.159891 0.117356 0.083135 0.056690 0.037111 0.023256 0.013912 0.007921 0.004279 0.002187 0.001054 0.000477 0.000203 0.000080 0.000030 0.000010 
722.342000 0.995412 0.828743 0.724681 0.654744 0.581258 0.506113 0.431374 0.359151 0.291444 0.229973 0.176031 0.130375 0.093187 0.064105 0.042325 0.026744 0.016124 0.009248 0.005031 0.002587 0.001253 0.000570 0.000243 0.000097 0.000036 0.000012 
