#SUBARU CENTER	
#Wavelength (A)	%T
22651.99951  83.89813232
22650.0  83.87949371
22648.00049  83.85238647
22646.00098  83.8396225
22643.99902  83.83543396
22641.99951  83.80914307
22640.0  83.79932404
22638.00049  83.78302765
22636.00098  83.77823639
22633.99902  83.76608276
22631.99951  83.74182892
22630.0  83.71750641
22628.00049  83.71697998
22626.00098  83.71776581
22623.99902  83.67771149
22621.99951  83.66246796
22620.0  83.65312958
22618.00049  83.63956451
22616.00098  83.62159729
22613.99902  83.61782074
22611.99951  83.58969879
22610.0  83.5789566
22608.00049  83.55644226
22606.00098  83.57151031
22603.99902  83.5670166
22601.99951  83.53318787
22600.0  83.51703644
22598.00049  83.50092316
22596.00098  83.50494385
22593.99902  83.4858551
22591.99951  83.48917389
22590.0  83.47480774
22588.00049  83.43880463
22586.00098  83.45220947
22583.99902  83.41652679
22581.99951  83.40707397
22580.0  83.42049408
22578.00049  83.39305878
22576.00098  83.38770294
22573.99902  83.37290192
22571.99951  83.37208557
22570.0  83.34851837
22568.00049  83.34511566
22566.00098  83.32450104
22563.99902  83.33346558
22561.99951  83.31873322
22560.0  83.29006195
22558.00049  83.30529022
22556.00098  83.27139282
22553.99902  83.26134491
22551.99951  83.25215912
22550.0  83.25049591
22548.00049  83.26489258
22546.00098  83.23622131
22543.99902  83.22423553
22541.99951  83.21956635
22540.0  83.20199585
22538.00049  83.21439362
22536.00098  83.18618774
22533.99902  83.1831131
22531.99951  83.17889404
22530.0  83.16662598
22528.00049  83.16841888
22526.00098  83.14273071
22523.99902  83.14985657
22521.99951  83.15188599
22520.0  83.13835907
22518.00049  83.12717438
22516.00098  83.11820984
22513.99902  83.11737823
22511.99951  83.10482788
22510.0  83.0975647
22508.00049  83.09893036
22506.00098  83.08062744
22503.99902  83.07421112
22501.99951  83.07032013
22500.0  83.07200623
22498.00049  83.06472015
22496.00098  83.05183411
22493.99902  83.04863739
22491.99951  83.03749084
22490.0  83.03709412
22488.00049  83.03301239
22486.00098  83.02143097
22483.99902  83.03170013
22481.99951  82.99124146
22480.0  83.01451874
22478.00049  82.99386597
22476.00098  82.99816895
22473.99902  83.00030518
22471.99951  82.9806366
22470.0  82.98373413
22468.00049  82.98386383
22466.00098  82.98197937
22463.99902  82.97816467
22461.99951  82.96343231
22460.0  82.97049713
22458.00049  82.95018768
22456.00098  82.95341492
22453.99902  82.94265747
22451.99951  82.95310974
22450.0  82.92948914
22448.00049  82.94532013
22446.00098  82.91870117
22443.99902  82.94850159
22441.99951  82.93109131
22440.0  82.9344101
22438.00049  82.92489624
22436.00098  82.93553925
22433.99902  82.92867279
22431.99951  82.91038513
22430.0  82.91710663
22428.00049  82.90866852
22426.00098  82.90866852
22423.99902  82.90760803
22421.99951  82.90756226
22420.0  82.9074173
22418.00049  82.91160583
22416.00098  82.89608765
22413.99902  82.92241669
22411.99951  82.92323303
22410.0  82.91333771
22408.00049  82.91082001
22406.00098  82.91087341
22403.99902  82.91931152
22401.99951  82.90660095
22400.0  82.91667938
22398.00049  82.91080475
22396.00098  82.90895081
22393.99902  82.90701294
22391.99951  82.92253876
22390.0  82.91184235
22388.00049  82.9154129
22386.00098  82.92902374
22383.99902  82.92470551
22381.99951  82.91496277
22380.0  82.9336319
22378.00049  82.91545868
22376.00098  82.93067932
22373.99902  82.92472076
22371.99951  82.92047119
22370.0  82.93312073
22368.00049  82.92084503
22366.00098  82.93989563
22363.99902  82.94122314
22361.99951  82.94965363
22360.0  82.94077301
22358.00049  82.94819641
22356.00098  82.94889832
22353.99902  82.95367432
22351.99951  82.94368744
22350.0  82.97718048
22348.00049  82.97235107
22346.00098  82.96708679
22343.99902  82.96311188
22341.99951  82.97290039
22340.0  82.9793396
22338.00049  82.99842834
22336.00098  82.98651886
22333.99902  83.00495911
22331.99951  83.00228882
22330.0  83.00025177
22328.00049  83.00481415
22326.00098  83.02388
22323.99902  83.01993561
22321.99951  83.03171539
22320.0  83.02985382
22318.00049  83.03661346
22316.00098  83.03948975
22313.99902  83.04763794
22311.99951  83.05581665
22310.0  83.0484848
22308.00049  83.05899811
22306.00098  83.08008575
22303.99902  83.08475494
22301.99951  83.08015442
22300.0  83.09494019
22298.00049  83.09112549
22296.00098  83.1071701
22293.99902  83.11670685
22291.99951  83.12552643
22290.0  83.12142944
22288.00049  83.13322449
22286.00098  83.14271545
22283.99902  83.14825439
22281.99951  83.14937592
22280.0  83.15357208
22278.00049  83.16738892
22276.00098  83.19844055
22273.99902  83.17498779
22271.99951  83.18880463
22270.0  83.19683075
22268.00049  83.21845245
22266.00098  83.22583771
22263.99902  83.23168945
22261.99951  83.24454498
22260.0  83.24951935
22258.00049  83.25719452
22256.00098  83.26332855
22253.99902  83.26951599
22251.99951  83.28134155
22250.0  83.30181885
22248.00049  83.30820465
22246.00098  83.29915619
22243.99902  83.32327271
22241.99951  83.34286499
22240.0  83.33092499
22238.00049  83.34944916
22236.00098  83.36657715
22233.99902  83.36711121
22231.99951  83.40261841
22230.0  83.39659119
22228.00049  83.3976593
22226.00098  83.42427063
22223.99902  83.42765808
22221.99951  83.4360199
22220.0  83.44332886
22218.00049  83.46085358
22216.00098  83.46421814
22213.99902  83.49178314
22211.99951  83.48101044
22210.0  83.49909973
22208.00049  83.50743103
22206.00098  83.50521088
22203.99902  83.53173828
22201.99951  83.54119873
22200.0  83.55097198
22198.00049  83.57751465
22196.00098  83.57942963
22193.99902  83.60011292
22191.99951  83.5891037
22190.0  83.62923431
22188.00049  83.62146759
22186.00098  83.64635468
22183.99902  83.66329193
22181.99951  83.66136169
22180.0  83.68145752
22178.00049  83.71112061
22176.00098  83.71141815
22173.99902  83.71609497
22171.99951  83.7226181
22170.0  83.74945068
22168.00049  83.75003815
22166.00098  83.76651001
22163.99902  83.78044128
22161.99951  83.78159332
22160.0  83.81391144
22158.00049  83.83302307
22156.00098  83.83842468
22153.99902  83.84659576
22151.99951  83.86904907
22150.0  83.89412689
22148.00049  83.91005707
22146.00098  83.90278625
22143.99902  83.92454529
22141.99951  83.93863678
22140.0  83.94812012
22138.00049  83.96148682
22136.00098  83.96367645
22133.99902  83.98940277
22131.99951  84.0029068
22130.0  84.00360107
22128.00049  84.03094482
22126.00098  84.04149628
22123.99902  84.05591583
22121.99951  84.06993866
22120.0  84.08574677
22118.00049  84.10005188
22116.00098  84.12197113
22113.99902  84.12272644
22111.99951  84.14498901
22110.0  84.14787292
22108.00049  84.18513489
22106.00098  84.1856842
22103.99902  84.19547272
22101.99951  84.22431183
22100.0  84.23875427
22098.00049  84.24085236
22096.00098  84.2419281
22093.99902  84.28504181
22091.99951  84.28462982
22090.0  84.3049469
22088.00049  84.30896759
22086.00098  84.33584595
22083.99902  84.35873413
22081.99951  84.37810516
22080.0  84.38944244
22078.00049  84.40471649
22076.00098  84.40895081
22073.99902  84.42295074
22071.99951  84.43158722
22070.0  84.44896698
22068.00049  84.47501373
22066.00098  84.48616791
22063.99902  84.50214386
22061.99951  84.52272034
22060.0  84.5202179
22058.00049  84.54806519
22056.00098  84.55117035
22053.99902  84.57954407
22051.99951  84.58453369
22050.0  84.60403442
22048.00049  84.61566925
22046.00098  84.63792419
22043.99902  84.66000366
22041.99951  84.65659332
22040.0  84.67707825
22038.00049  84.69882202
22036.00098  84.70492554
22033.99902  84.72409058
22031.99951  84.74043274
22030.0  84.76007843
22028.00049  84.76496887
22026.00098  84.77996063
22023.99902  84.79194641
22021.99951  84.81780243
22020.0  84.82327271
22018.00049  84.8287735
22016.00098  84.8640213
22013.99902  84.87007904
22011.99951  84.8837738
22010.0  84.88922119
22008.00049  84.91385651
22006.00098  84.92707062
22003.99902  84.94929504
22001.99951  84.96534729
22000.0  84.96644592
21998.00049  84.98556519
21996.00098  85.02133179
21993.99902  85.02429962
21991.99951  85.04008484
21990.0  85.03926086
21988.00049  85.07189178
21986.00098  85.07777405
21983.99902  85.10329437
21981.99951  85.12397003
21980.0  85.11888885
21978.00049  85.13477325
21976.00098  85.16051483
21973.99902  85.15462494
21971.99951  85.17860413
21970.0  85.1833725
21968.00049  85.20386505
21966.00098  85.23416901
21963.99902  85.2455368
21961.99951  85.2527771
21960.0  85.27616119
21958.00049  85.2844696
21956.00098  85.29481506
21953.99902  85.32553101
21951.99951  85.33587646
21950.0  85.34830475
21948.00049  85.36104584
21946.00098  85.37272644
21943.99902  85.38814545
21941.99951  85.41048431
21940.0  85.4197464
21938.00049  85.4425354
21936.00098  85.44654846
21933.99902  85.4536972
21931.99951  85.47541046
21930.0  85.49153137
21928.00049  85.48926544
21926.00098  85.51768494
21923.99902  85.51719666
21921.99951  85.55738068
21920.0  85.55387878
21918.00049  85.57419586
21916.00098  85.58846283
21913.99902  85.59519196
21911.99951  85.61275482
21910.0  85.62891388
21908.00049  85.62924194
21906.00098  85.65135956
21903.99902  85.65975189
21901.99951  85.67250061
21900.0  85.69842529
21898.00049  85.71781158
21896.00098  85.71479034
21893.99902  85.72104645
21891.99951  85.74067688
21890.0  85.76567078
21888.00049  85.76454163
21886.00098  85.78620911
21883.99902  85.78829956
21881.99951  85.79436493
21880.0  85.80834198
21878.00049  85.81607056
21876.00098  85.83190155
21873.99902  85.83764648
21871.99951  85.85325623
21870.0  85.87110901
21868.00049  85.88504791
21866.00098  85.8966217
21863.99902  85.90568542
21861.99951  85.91631317
21860.0  85.91889954
21858.00049  85.93514252
21856.00098  85.94607544
21853.99902  85.95077515
21851.99951  85.97563934
21850.0  85.9782486
21848.00049  86.00536346
21846.00098  86.0092926
21843.99902  85.99854279
21841.99951  86.01442719
21840.0  86.02981567
21838.00049  86.03876495
21836.00098  86.05413818
21833.99902  86.03452301
21831.99951  86.07691193
21830.0  86.06674957
21828.00049  86.07433319
21826.00098  86.1003418
21823.99902  86.08258057
21821.99951  86.098526
21820.0  86.1052475
21818.00049  86.12236023
21816.00098  86.12705231
21813.99902  86.1422348
21811.99951  86.13864899
21810.0  86.15215302
21808.00049  86.14962006
21806.00098  86.14501953
21803.99902  86.17250824
21801.99951  86.18618011
21800.0  86.18108368
21798.00049  86.17140198
21796.00098  86.19939423
21793.99902  86.18354797
21791.99951  86.19389343
21790.0  86.19985199
21788.00049  86.21527863
21786.00098  86.20954895
21783.99902  86.21914673
21781.99951  86.23516846
21780.0  86.23926544
21778.00049  86.23331451
21776.00098  86.22264099
21773.99902  86.23809052
21771.99951  86.24534607
21770.0  86.24802399
21768.00049  86.25650024
21766.00098  86.25432587
21763.99902  86.26465607
21761.99951  86.27183533
21760.0  86.25692749
21758.00049  86.26463318
21756.00098  86.28801727
21753.99902  86.27462769
21751.99951  86.2824707
21750.0  86.27799988
21748.00049  86.28258514
21746.00098  86.27445984
21743.99902  86.27632141
21741.99951  86.27950287
21740.0  86.27668762
21738.00049  86.28251648
21736.00098  86.28261566
21733.99902  86.2879715
21731.99951  86.29309845
21730.0  86.28794098
21728.00049  86.27420044
21726.00098  86.28037262
21723.99902  86.29323578
21721.99951  86.27793884
21720.0  86.29075623
21718.00049  86.28585815
21716.00098  86.2875061
21713.99902  86.27651978
21711.99951  86.27832031
21710.0  86.28173065
21708.00049  86.27980042
21706.00098  86.27325439
21703.99902  86.28044128
21701.99951  86.28018951
21700.0  86.27507019
21698.00049  86.28282166
21696.00098  86.26945496
21693.99902  86.28147125
21691.99951  86.26478577
21690.0  86.26750946
21688.00049  86.27148438
21686.00098  86.25644684
21683.99902  86.25106812
21681.99951  86.25263977
21680.0  86.2484436
21678.00049  86.23619843
21676.00098  86.23317719
21673.99902  86.22475433
21671.99951  86.24765015
21670.0  86.22432709
21668.00049  86.22351837
21666.00098  86.23392487
21663.99902  86.22277832
21661.99951  86.21647644
21660.0  86.21286774
21658.00049  86.20300293
21656.00098  86.19731903
21653.99902  86.20332336
21651.99951  86.19802094
21650.0  86.19641876
21648.00049  86.18678284
21646.00098  86.18131256
21643.99902  86.18212128
21641.99951  86.16094971
21640.0  86.14767456
21638.00049  86.16194916
21636.00098  86.13580322
21633.99902  86.12710571
21631.99951  86.13742828
21630.0  86.13917542
21628.00049  86.12373352
21626.00098  86.12726593
21623.99902  86.1129837
21621.99951  86.11592865
21620.0  86.10558319
21618.00049  86.10196686
21616.00098  86.09620667
21613.99902  86.08033752
21611.99951  86.07486725
21610.0  86.07029724
21608.00049  86.05525208
21606.00098  86.05225372
21603.99902  86.0544281
21601.99951  86.05643463
21600.0  86.04195404
21598.00049  86.03109741
21596.00098  86.02737427
21593.99902  86.02816772
21591.99951  86.01213837
21590.0  85.99729156
21588.00049  85.9957962
21586.00098  85.99075317
21583.99902  85.98602295
21581.99951  85.98016357
21580.0  85.95301056
21578.00049  85.95108032
21576.00098  85.94972992
21573.99902  85.94274902
21571.99951  85.92789459
21570.0  85.91596222
21568.00049  85.92105103
21566.00098  85.91510773
21563.99902  85.89904022
21561.99951  85.90119934
21560.0  85.90045929
21558.00049  85.89174652
21556.00098  85.88179016
21553.99902  85.86830139
21551.99951  85.853508
21550.0  85.84506226
21548.00049  85.84293365
21546.00098  85.82805634
21543.99902  85.82950592
21541.99951  85.82408142
21540.0  85.82435608
21538.00049  85.79974365
21536.00098  85.79534149
21533.99902  85.78497314
21531.99951  85.78450775
21530.0  85.77664948
21528.00049  85.77684021
21526.00098  85.76498413
21523.99902  85.75947571
21521.99951  85.74243164
21520.0  85.73488617
21518.00049  85.71322632
21516.00098  85.71247101
21513.99902  85.71520233
21511.99951  85.70737457
21510.0  85.68212891
21508.00049  85.70024109
21506.00098  85.6915741
21503.99902  85.66936493
21501.99951  85.66985321
21500.0  85.65463257
21498.00049  85.63193512
21496.00098  85.62786102
21493.99902  85.61430359
21491.99951  85.60973358
21490.0  85.6144104
21488.00049  85.60411072
21486.00098  85.5932312
21483.99902  85.58156586
21481.99951  85.56263733
21480.0  85.56665039
21478.00049  85.56312561
21476.00098  85.54203033
21473.99902  85.54665375
21471.99951  85.5389328
21470.0  85.52024841
21468.00049  85.50970459
21466.00098  85.5164032
21463.99902  85.49011993
21461.99951  85.51261139
21460.0  85.48745728
21458.00049  85.48158264
21456.00098  85.47892761
21453.99902  85.47406006
21451.99951  85.45276642
21450.0  85.44465637
21448.00049  85.44408417
21446.00098  85.42656708
21443.99902  85.43113708
21441.99951  85.41818237
21440.0  85.40699005
21438.00049  85.41110992
21436.00098  85.40138245
21433.99902  85.38751221
21431.99951  85.37876129
21430.0  85.36097717
21428.00049  85.36814117
21426.00098  85.34671783
21423.99902  85.35277557
21421.99951  85.3230896
21420.0  85.33470154
21418.00049  85.32830811
21416.00098  85.30230713
21413.99902  85.30231476
21411.99951  85.30249023
21410.0  85.30603027
21408.00049  85.2904892
21406.00098  85.28675079
21403.99902  85.27350616
21401.99951  85.27279663
21400.0  85.2718811
21398.00049  85.26363373
21396.00098  85.24320221
21393.99902  85.24085236
21391.99951  85.24167633
21390.0  85.24169159
21388.00049  85.24863434
21386.00098  85.22103119
21383.99902  85.21247864
21381.99951  85.20413971
21380.0  85.2029953
21378.00049  85.19637299
21376.00098  85.19420624
21373.99902  85.17585754
21371.99951  85.17655182
21370.0  85.16472626
21368.00049  85.16790009
21366.00098  85.15122986
21363.99902  85.14596558
21361.99951  85.15124512
21360.0  85.16426849
21358.00049  85.14492035
21356.00098  85.1244278
21353.99902  85.13273621
21351.99951  85.12145996
21350.0  85.11421967
21348.00049  85.09255219
21346.00098  85.10641479
21343.99902  85.10677338
21341.99951  85.09281921
21340.0  85.07026672
21338.00049  85.08869171
21336.00098  85.08294678
21333.99902  85.0843277
21331.99951  85.06996918
21330.0  85.09176636
21328.00049  85.06542206
21326.00098  85.06773376
21323.99902  85.06399536
21321.99951  85.06710052
21320.0  85.06932068
21318.00049  85.05684662
21316.00098  85.0448761
21313.99902  85.04568481
21311.99951  85.0342865
21310.0  85.03059387
21308.00049  85.03223419
21306.00098  85.03414154
21303.99902  85.02296448
21301.99951  85.01490021
21300.0  85.00945282
21298.00049  85.03291321
21296.00098  85.03003693
21293.99902  85.00293732
21291.99951  85.01176453
21290.0  85.02757263
21288.00049  85.0149231
21286.00098  85.01061249
21283.99902  85.01141357
21281.99951  85.01803589
21280.0  85.01152039
21278.00049  85.00901031
21276.00098  85.0063858
21273.99902  84.99173737
21271.99951  85.00232697
21270.0  85.00598907
21268.00049  84.98478699
21266.00098  85.00263977
21263.99902  84.99726868
21261.99951  84.99715424
21260.0  84.99817657
21258.00049  84.98429108
21256.00098  84.98124695
21253.99902  84.9938736
21251.99951  84.9803772
21250.0  84.99164581
21248.00049  84.97196198
21246.00098  84.97982788
21243.99902  84.97865295
21241.99951  84.97715759
21240.0  84.99240112
21238.00049  84.98999786
21236.00098  84.99523163
21233.99902  85.00285339
21231.99951  84.99126434
21230.0  84.99310303
21228.00049  84.97703552
21226.00098  84.98536682
21223.99902  84.98347473
21221.99951  84.98394012
21220.0  84.9989624
21218.00049  85.00724792
21216.00098  85.01309204
21213.99902  85.01084137
21211.99951  85.00127411
21210.0  85.00758362
21208.00049  85.00190735
21206.00098  85.0182724
21203.99902  84.99716187
21201.99951  85.02135468
21200.0  85.02797699
21198.00049  85.01794434
21196.00098  85.03485107
21193.99902  85.02173615
21191.99951  85.03479767
21190.0  85.05068207
21188.00049  85.04473877
21186.00098  85.04533386
21183.99902  85.05547333
21181.99951  85.05033875
21180.0  85.06297302
21178.00049  85.05744171
21176.00098  85.06781769
21173.99902  85.08078766
21171.99951  85.09230042
21170.0  85.08512878
21168.00049  85.07868958
21166.00098  85.09057617
21163.99902  85.10059357
21161.99951  85.09495544
21160.0  85.10238647
21158.00049  85.11940765
21156.00098  85.12337494
21153.99902  85.13040161
21151.99951  85.12646484
21150.0  85.13079071
21148.00049  85.13123322
21146.00098  85.14038086
21143.99902  85.14746857
21141.99951  85.15206909
21140.0  85.14457703
21138.00049  85.15536499
21136.00098  85.16990662
21133.99902  85.17699432
21131.99951  85.18582916
21130.0  85.18708801
21128.00049  85.19958496
21126.00098  85.20326233
21123.99902  85.20278168
21121.99951  85.22784424
21120.0  85.22092438
21118.00049  85.23590088
21116.00098  85.23717499
21113.99902  85.24272919
21111.99951  85.25457764
21110.0  85.2694397
21108.00049  85.27944946
21106.00098  85.28126526
21103.99902  85.27764893
21101.99951  85.3024292
21100.0  85.3012619
21098.00049  85.30451202
21096.00098  85.32197571
21093.99902  85.33418274
21091.99951  85.3221817
21090.0  85.35539246
21088.00049  85.36466217
21086.00098  85.36723328
21083.99902  85.3776474
21081.99951  85.39790344
21080.0  85.40763855
21078.00049  85.40649414
21076.00098  85.41867828
21073.99902  85.43288422
21071.99951  85.4439621
21070.0  85.43955994
21068.00049  85.46935272
21066.00098  85.46401978
21063.99902  85.47893524
21061.99951  85.48057556
21060.0  85.50361633
21058.00049  85.52402496
21056.00098  85.51226044
21053.99902  85.55072784
21051.99951  85.53757477
21050.0  85.54805756
21048.00049  85.56509399
21046.00098  85.56682587
21043.99902  85.59011841
21041.99951  85.59561157
21040.0  85.61528015
21038.00049  85.62421417
21036.00098  85.64209747
21033.99902  85.63767242
21031.99951  85.65756989
21030.0  85.66355133
21028.00049  85.69348145
21026.00098  85.67628479
21023.99902  85.69364166
21021.99951  85.70141602
21020.0  85.73096466
21018.00049  85.74520111
21016.00098  85.7773056
21013.99902  85.75597382
21011.99951  85.77159882
21010.0  85.78556824
21008.00049  85.80014038
21006.00098  85.81608582
21003.99902  85.83786774
21001.99951  85.83439636
21000.0  85.85356903
20998.00049  85.87863159
20996.00098  85.88743591
20993.99902  85.89500427
20991.99951  85.91288757
20990.0  85.91755676
20988.00049  85.9229126
20986.00098  85.96429443
20983.99902  85.97009277
20981.99951  85.98085022
20980.0  85.99005127
20978.00049  86.01709747
20976.00098  86.01157379
20973.99902  86.02307129
20971.99951  86.03896332
20970.0  86.06427002
20968.00049  86.06803131
20966.00098  86.10681915
20963.99902  86.09410858
20961.99951  86.11676025
20960.0  86.12203979
20958.00049  86.14600372
20956.00098  86.15236664
20953.99902  86.19781494
20951.99951  86.17206573
20950.0  86.20677948
20948.00049  86.21695709
20946.00098  86.2088623
20943.99902  86.22640228
20941.99951  86.27259827
20940.0  86.27733612
20938.00049  86.27754974
20936.00098  86.28817749
20933.99902  86.29824829
20931.99951  86.32501984
20930.0  86.34740448
20928.00049  86.36334229
20926.00098  86.37464142
20923.99902  86.38372803
20921.99951  86.38368988
20920.0  86.42041779
20918.00049  86.43260956
20916.00098  86.4596405
20913.99902  86.47734833
20911.99951  86.47462463
20910.0  86.4982605
20908.00049  86.50593567
20906.00098  86.52734375
20903.99902  86.54968262
20901.99951  86.56269073
20900.0  86.56190491
20898.00049  86.58621216
20896.00098  86.58204651
20893.99902  86.6237793
20891.99951  86.6244812
20890.0  86.64582062
20888.00049  86.64009857
20886.00098  86.6868515
20883.99902  86.70263672
20881.99951  86.70706177
20880.0  86.7197113
20878.00049  86.74546814
20876.00098  86.75816345
20873.99902  86.76412964
20871.99951  86.77851868
20870.0  86.79053497
20868.00049  86.81462097
20866.00098  86.81420898
20863.99902  86.82781219
20861.99951  86.84545898
20860.0  86.85456848
20858.00049  86.87615204
20856.00098  86.90039825
20853.99902  86.90418243
20851.99951  86.91661072
20850.0  86.93564606
20848.00049  86.94767761
20846.00098  86.97706604
20843.99902  86.9832077
20841.99951  86.99434662
20840.0  86.99980164
20838.00049  86.99884796
20836.00098  87.03081512
20833.99902  87.04786682
20831.99951  87.06174469
20830.0  87.07756042
20828.00049  87.10207367
20826.00098  87.10189056
20823.99902  87.12314606
20821.99951  87.12395477
20820.0  87.15153503
20818.00049  87.16799927
20816.00098  87.17837524
20813.99902  87.19103241
20811.99951  87.20986938
20810.0  87.21602631
20808.00049  87.23262787
20806.00098  87.2710495
20803.99902  87.25636292
20801.99951  87.27152252
20800.0  87.27539825
20798.00049  87.32044983
20796.00098  87.3150177
20793.99902  87.31450653
20791.99951  87.33113098
20790.0  87.36095428
20788.00049  87.36640167
20786.00098  87.36325836
20783.99902  87.3849411
20781.99951  87.39169312
20780.0  87.41048431
20778.00049  87.41751862
20776.00098  87.44230652
20773.99902  87.46461487
20771.99951  87.46227264
20770.0  87.46531677
20768.00049  87.46696472
20766.00098  87.49011993
20763.99902  87.49555206
20761.99951  87.52004242
20760.0  87.52355957
20758.00049  87.53547668
20756.00098  87.56314087
20753.99902  87.53683472
20751.99951  87.55157471
20750.0  87.5944519
20748.00049  87.60024261
20746.00098  87.60385132
20743.99902  87.60726166
20741.99951  87.63121033
20740.0  87.62496185
20738.00049  87.63239288
20736.00098  87.65207672
20733.99902  87.6452179
20731.99951  87.65325928
20730.0  87.66766357
20728.00049  87.67311859
20726.00098  87.67262268
20723.99902  87.69108582
20721.99951  87.71104431
20720.0  87.71858215
20718.00049  87.73014832
20716.00098  87.72499847
20713.99902  87.71854401
20711.99951  87.72185516
20710.0  87.73561859
20708.00049  87.75041199
20706.00098  87.75897217
20703.99902  87.77309418
20701.99951  87.76963043
20700.0  87.77055359
20698.00049  87.78631592
20696.00098  87.79844666
20693.99902  87.80903625
20691.99951  87.79086304
20690.0  87.80835724
20688.00049  87.81630707
20686.00098  87.80335999
20683.99902  87.79998779
20681.99951  87.83302307
20680.0  87.84881592
20678.00049  87.83009338
20676.00098  87.82691956
20673.99902  87.84513092
20671.99951  87.85178375
20670.0  87.8459549
20668.00049  87.84197235
20666.00098  87.82644653
20663.99902  87.84300232
20661.99951  87.84825134
20660.0  87.84235382
20658.00049  87.86508179
20656.00098  87.8530426
20653.99902  87.86270142
20651.99951  87.84350586
20650.0  87.84641266
20648.00049  87.86696625
20646.00098  87.84356689
20643.99902  87.84077454
20641.99951  87.84423828
20640.0  87.86546326
20638.00049  87.84399414
20636.00098  87.84143066
20633.99902  87.84775543
20631.99951  87.84304047
20630.0  87.84216309
20628.00049  87.83731842
20626.00098  87.83210754
20623.99902  87.83359528
20621.99951  87.83624268
20620.0  87.81647491
20618.00049  87.82951355
20616.00098  87.82472992
20613.99902  87.80715179
20611.99951  87.78717804
20610.0  87.81446838
20608.00049  87.79788971
20606.00098  87.80693817
20603.99902  87.79453278
20601.99951  87.78829956
20600.0  87.78701782
20598.00049  87.76818848
20596.00098  87.77878571
20593.99902  87.7592926
20591.99951  87.75445557
20590.0  87.74801636
20588.00049  87.72590637
20586.00098  87.73311615
20583.99902  87.72151184
20581.99951  87.69229126
20580.0  87.68074799
20578.00049  87.68395996
20576.00098  87.66893005
20573.99902  87.6570816
20571.99951  87.65938568
20570.0  87.62232208
20568.00049  87.61550903
20566.00098  87.5962677
20563.99902  87.58678436
20561.99951  87.5782547
20560.0  87.56159973
20558.00049  87.56472778
20556.00098  87.5377655
20553.99902  87.51312256
20551.99951  87.5120163
20550.0  87.47992706
20548.00049  87.47112274
20546.00098  87.45384979
20543.99902  87.43955994
20541.99951  87.42782593
20540.0  87.41053009
20538.00049  87.39252472
20536.00098  87.37551117
20533.99902  87.33916473
20531.99951  87.34738159
20530.0  87.31500244
20528.00049  87.31626892
20526.00098  87.27223206
20523.99902  87.27023315
20521.99951  87.24195862
20520.0  87.23259735
20518.00049  87.18991852
20516.00098  87.17982483
20513.99902  87.14881897
20511.99951  87.11312103
20510.0  87.11341095
20508.00049  87.08323669
20506.00098  87.06206512
20503.99902  87.02832794
20501.99951  86.99621582
20500.0  86.98170471
20498.00049  86.95666504
20496.00098  86.93675995
20493.99902  86.89620209
20491.99951  86.87612915
20490.0  86.83961487
20488.00049  86.81982422
20486.00098  86.79486847
20483.99902  86.76317596
20481.99951  86.71746063
20480.0  86.68265533
20478.00049  86.6523056
20475.99976  86.63925171
20474.00024  86.5887146
20471.99951  86.55171204
20470.0  86.51070404
20468.00049  86.48633575
20465.99976  86.45770264
20464.00024  86.42028809
20461.99951  86.37755585
20460.0  86.33686829
20458.00049  86.30471039
20455.99976  86.26525116
20454.00024  86.21273041
20451.99951  86.1907196
20450.0  86.14295959
20448.00049  86.1077652
20445.99976  86.06185913
20444.00024  86.0089035
20441.99951  85.98081207
20440.0  85.93423462
20438.00049  85.87700653
20435.99976  85.84333038
20434.00024  85.79965973
20431.99951  85.75283051
20430.0  85.70748901
20428.00049  85.64772034
20425.99976  85.60203552
20424.00024  85.5606308
20421.99951  85.51803589
20420.0  85.46167755
20418.00049  85.40415955
20415.99976  85.37046051
20414.00024  85.29064941
20411.99951  85.2162323
20410.0  85.15697479
20408.00049  85.13026428
20405.99976  85.06063843
20404.00024  85.00476837
20401.99951  84.93040466
20400.0  84.89593506
20398.00049  84.82079315
20395.99976  84.7399826
20394.00024  84.69236755
20391.99951  84.62945557
20390.0  84.56958771
20388.00049  84.48923492
20385.99976  84.41690826
20384.00024  84.3521347
20381.99951  84.28503418
20380.0  84.19445801
20378.00049  84.13845062
20375.99976  84.05874634
20374.00024  83.97962189
20371.99951  83.90464783
20370.0  83.81908417
20368.00049  83.74134064
20365.99976  83.65375519
20364.00024  83.57891083
20361.99951  83.49583435
20360.0  83.41194153
20358.00049  83.32870483
20355.99976  83.2305603
20354.00024  83.15101624
20351.99951  83.06371307
20350.0  82.96927643
20348.00049  82.8755188
20345.99976  82.76131439
20344.00024  82.67292023
20341.99951  82.55641174
20340.0  82.47490692
20338.00049  82.37519073
20335.99976  82.2651825
20334.00024  82.16369629
20331.99951  82.03769684
20330.0  81.94056702
20328.00049  81.8343277
20325.99976  81.7401886
20324.00024  81.60198212
20321.99951  81.48418427
20320.0  81.36502838
20318.00049  81.26950073
20315.99976  81.1164093
20314.00024  80.99517059
20311.99951  80.88480377
20310.0  80.73366547
20308.00049  80.62584686
20305.99976  80.46309662
20304.00024  80.35490417
20301.99951  80.20339966
20300.0  80.07387543
20298.00049  79.89048004
20295.99976  79.76771545
20294.00024  79.60830688
20291.99951  79.48348999
20290.0  79.30140686
20288.00049  79.14229584
20285.99976  79.00263977
