#GALEX NUV
29
1 1575 0.0
2 1610 0.00339481001719832
3 1650 0.0144710000604391
4 1700 0.0245146006345749
5 1750 0.0332651995122433
6 1800 0.101905003190041
7 1850 0.175882995128632
8 1900 0.266918003559113
9 1950 0.333746999502182
10 2000 0.449256002902985
11 2050 0.471116006374359
12 2100 0.525960028171539
13 2150 0.594968974590302
14 2200 0.616576015949249
15 2250 0.5642169713974
16 2300 0.530627012252808
17 2350 0.476541012525558
18 2400 0.507319986820221
19 2450 0.534664988517761
20 2500 0.525098025798798
21 2550 0.51630699634552
22 2600 0.500710010528564
23 2650 0.45693901181221
24 2700 0.375874012708664
25 2750 0.248952999711037
26 2800 0.108306996524334
27 2850 0.0344824008643627
28 2900 0.0125374998897314
29 2950 0.0
